id,originalValue,adoptedValue,disposition,action,applicableSystems,modelOrComponent,unit,scope,direction,precision,density,conditions,source,auditDate,sourceAsOf,conclusion
"cmp.shared.sn2201:specs.role","带外（OOB）管理，提供统一的管理连接","带外（OOB）管理，提供统一的管理连接","reviewed","retained","[""sys.gb300-nvl72"",""sys.vera-rubin-nvl72"",""sys.rubin-ultra-nvl576"",""sys.groq3-lpx"",""sys.hgx-b300""]","NVIDIA SN2201 管理交换机","null","NVIDIA SN2201 管理交换机 / role；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/networking-hardware.html"",""localFile"":null,""locator"":""Networking Hardware，「out-of-band (OOB) management … consolidated management connectivity」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.shared.storage-array:specs.perNodeStorageBandwidthGBs","40","null","moved-to-system","moved","[""sys.gb300-nvl72"",""sys.vera-rubin-nvl72"",""sys.groq3-lpx"",""sys.hgx-b300""]","L2 共享存储（外部存储集群）","GB/s","L2 共享存储（外部存储集群） / perNodeStorageBandwidthGBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","这是每计算节点的存储带宽上限目标，不是存储阵列本身的规格。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/networking-physical-topologies.html"",""localFile"":null,""locator"":""Networking Physical Topologies，「per-node storage bandwidth of up to 40 GB/s」""}","2026-09-12","2026-08","共享存储的 GB300 每节点目标已移至 sys.gb300-nvl72.keySpecs，避免污染其他系统。"
"cmp.shared.storage-array:specs.capacityTB","null","null","deployment-dependent","retained","[""sys.gb300-nvl72"",""sys.vera-rubin-nvl72"",""sys.groq3-lpx"",""sys.hgx-b300""]","L2 共享存储（外部存储集群）","TB","L2 共享存储（外部存储集群） / capacityTB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","参考架构不指定存储厂商与容量，由客户方案决定。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","需要 OEM 型号、机房条件或部署拓扑才能确定；没有适用于所有系统的通用值。 参考架构不指定存储厂商与容量，由客户方案决定。"
"cmp.shared.object-storage:specs.capacityPB","null","null","deployment-dependent","retained","[""sys.gb300-nvl72"",""sys.hgx-b300""]","L3 对象存储（模型货仓 / 归档）","PB","L3 对象存储（模型货仓 / 归档） / capacityPB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","行业通行架构的建模描述，非官方规格：GB300/HGX 参考架构均不涉及对象存储，NVIDIA 官方材料也未给任何容量口径——由客户方案决定，本项目不编数。","{""id"":""src.nvidia-dynamo-docs"",""url"":""https://docs.nvidia.com/dynamo/latest/"",""localFile"":null,""locator"":null}","2026-09-12","2026-09","需要 OEM 型号、机房条件或部署拓扑才能确定；没有适用于所有系统的通用值。 行业通行架构的建模描述，非官方规格：GB300/HGX 参考架构均不涉及对象存储，NVIDIA 官方材料也未给任何容量口径——由客户方案决定，本项目不编数。"
"cmp.shared.object-storage:specs.aggregateThroughputGBs","null","null","deployment-dependent","retained","[""sys.gb300-nvl72"",""sys.hgx-b300""]","L3 对象存储（模型货仓 / 归档）","GB/s","L3 对象存储（模型货仓 / 归档） / aggregateThroughputGBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","行业通行架构的建模描述，非官方规格：对象存储吞吐取决于集群规模与厂商实现，官方未公布任何目标值（对比：L2 共享存储有「每节点最高 40 GB/s」的官方目标）。","{""id"":""src.nvidia-dynamo-docs"",""url"":""https://docs.nvidia.com/dynamo/latest/"",""localFile"":null,""locator"":null}","2026-09-12","2026-09","需要 OEM 型号、机房条件或部署拓扑才能确定；没有适用于所有系统的通用值。 行业通行架构的建模描述，非官方规格：对象存储吞吐取决于集群规模与厂商实现，官方未公布任何目标值（对比：L2 共享存储有「每节点最高 40 GB/s」的官方目标）。"
"cmp.gb300.b300-gpu:specs.hbmPerGpuGB","288","279","reviewed","corrected","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","GB","NVIDIA B300（Blackwell Ultra）GPU / hbmPerGpuGB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","采用产品 SKU 口径；架构最大 288 GB 单独列出。RA Appendix 的每托盘 720 GB 与主体表不一致，未采纳。","{""id"":""src.nvidia-blackwell-ultra-datasheet"",""url"":""https://dam-cdn.nvd.orangelogic.com/AssetLink/1k0p832eq8r5ca0u5383ie5o4tp3bst1.pdf"",""localFile"":null,""locator"":""p.5 / GB300 GPU memory""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.b300-gpu:specs.nvlinkPerGpuGBs","1800","1800","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","GB/s","NVIDIA B300（Blackwell Ultra）GPU / nvlinkPerGpuGBs；适用范围见限定条件与来源位置","bidirectional aggregate","not applicable / unspecified","not applicable / unspecified","★★ **1800 GB/s 是双向合计**，单向是 900 GB/s。同一份参考架构在 Network Logical Architecture 节把两个方向都写了出来：「all 72 GPUs are interconnected in a single NVLink domain, allowing them to function as a single multi-GPU unit of compute with a bandwidth of 900GB/s (1800 GB/s bi-directional)」。这是全项目最容易引发口径事故的一个数字——★ 同口径对照：机架内 NVLink 每卡 900 GB/s（单向）/ 1800 GB/s（双向），跨机架以太网每卡 800 Gb/s（= 100 GB/s 单向 / 200 GB/s 双向）——**同方向下差 9 倍**。（拿 1800 双向去比 100 单向会算出 18 倍，那是双向/单向口径混用；官方原文写的是「a bandwidth of 900GB/s (1800 GB/s bi-directional)」。）","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink 节，「fifth-generation NVLink, delivering up to 1800 GB/s per GPU – doubling the bandwidth of the previous generation」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.b300-gpu:specs.nvlinkPerGpuUnidirectionalGBs","900","900","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","GB/s","NVIDIA B300（Blackwell Ultra）GPU / nvlinkPerGpuUnidirectionalGBs；适用范围见限定条件与来源位置","bidirectional aggregate","not applicable / unspecified","not applicable / unspecified","★ 与上一条 1800 GB/s 是同一件事的两个方向口径：900 单向 / 1800 双向。与以太网做对比时**必须**先对齐方向，否则会算出并不存在的「18 倍」。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/network-logical-architecture.html"",""localFile"":null,""locator"":""Network Logical Architecture 节 Enterprise RA Scalable Unit (SU)，「all 72 GPUs are interconnected in a single NVLink domain, allowing them to function as a single multi-GPU unit of compute with a bandwidth of 900GB/s (1800 GB/s bi-directional)」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.b300-gpu:specs.nvlinkLinksPerGpu","18","18","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","条","NVIDIA B300（Blackwell Ultra）GPU / nvlinkLinksPerGpu；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","18 条链路恰好对应机架内 9 托盘 × 2 = 18 颗 NVSwitch ASIC，每颗一条——这就是「全互联无阻塞」的物理实现。⚠️ 这个 18 与「NVLink 比以太网快几倍」毫无关系，别把两个 18 联想到一起（后者的正确答案是 9 倍）。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink Switch Tray 节，「Each GPU has 18 NVLink Fifth-Generation links, one per in-rack NVSwitch via the copper backplane」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.b300-gpu:specs.denseFp4UpliftVsBlackwell","1.5","1.5","non-spec","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","倍","NVIDIA B300（Blackwell Ultra）GPU / denseFp4UpliftVsBlackwell；适用范围见限定条件与来源位置","not specified / not applicable","FP4","dense","★ 官方对比基准是 **NVIDIA Blackwell GPUs**（即 B200 一代），不是 Hopper。稠密口径。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页，「The system delivers 1.5x more dense FP4 Tensor Core FLOPS and 2x higher attention performance compared to NVIDIA Blackwell GPUs.」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.gb300.b300-gpu:specs.attentionUpliftVsBlackwell","2","2","non-spec","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","倍","NVIDIA B300（Blackwell Ultra）GPU / attentionUpliftVsBlackwell；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","与 HGX 平台页规格表的「Attention Performance | 2x」（脚注 3「vs. NVIDIA Blackwell.」）是同一件事。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页，「The system delivers 1.5x more dense FP4 Tensor Core FLOPS and 2x higher attention performance compared to NVIDIA Blackwell GPUs.」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.gb300.b300-gpu:specs.tdpW","null","1400","reviewed","corrected","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","W","NVIDIA B300（Blackwell Ultra）GPU / tdpW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","最高可配置 TDP，不代表典型运行功耗。","{""id"":""src.nvidia-blackwell-ultra-datasheet"",""url"":""https://dam-cdn.nvd.orangelogic.com/AssetLink/1k0p832eq8r5ca0u5383ie5o4tp3bst1.pdf"",""localFile"":null,""locator"":""p.5 / Configurable TDP""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.b300-gpu:specs.fp4DenseTflopsPerGpu","15000","15000","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA B300（Blackwell Ultra）GPU","TFLOPS","NVIDIA B300（Blackwell Ultra）GPU / fp4DenseTflopsPerGpu；适用范围见限定条件与来源位置","not specified / not applicable","FP4","dense","由官方整机稠密值折算，非官方单卡规格表数字。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页规格表 FP4 Tensor Core 稠密值 1080 PFLOPS ÷ 72 卡""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.grace-cpu:specs.coresPerTray","72","144","reviewed","corrected","[""sys.gb300-nvl72""]","NVIDIA Grace CPU","核","NVIDIA Grace CPU / coresPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每托盘两颗 CPU。RA Table 1 的 72 未清楚标范围；按产品页整架数据闭合。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""Specifications / 36 CPUs, 18 compute trays""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.grace-cpu:specs.lpddr5PerTrayTB","1","1","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA Grace CPU","TB","NVIDIA Grace CPU / lpddr5PerTrayTB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components Table 1，「1TB aggregated LPDDR5 CPU main memory」（每托盘 2 颗合计）""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.grace-cpu:specs.c2cInterconnect","NVLink C2C","NVLink C2C","reviewed","retained","[""sys.gb300-nvl72""]","NVIDIA Grace CPU","null","NVIDIA Grace CPU / c2cInterconnect；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components Table 1，「connected via NVLink C2C」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.grace-cpu:specs.tdpW","null","null","not-found","retained","[""sys.gb300-nvl72""]","NVIDIA Grace CPU","W","NVIDIA Grace CPU / tdpW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","参考架构未公布 Grace CPU 单颗 TDP。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 参考架构未公布 Grace CPU 单颗 TDP。"
"cmp.gb300.hbm3e:specs.totalPerRackTB","20","20","reviewed","retained","[""sys.gb300-nvl72""]","HBM3e 高带宽显存堆栈","TB","HBM3e 高带宽显存堆栈 / totalPerRackTB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页规格表 GPU Memory，「20 TB」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.hbm3e:specs.bandwidthPerRackTBs","576","576","reviewed","retained","[""sys.gb300-nvl72""]","HBM3e 高带宽显存堆栈","TB/s","HBM3e 高带宽显存堆栈 / bandwidthPerRackTBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页规格表 GPU Memory | Bandwidth，「Up to 576 TB/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.hbm3e:specs.stacksPerGpu","null","8","reviewed","corrected","[""sys.gb300-nvl72""]","HBM3e 高带宽显存堆栈","堆栈","HBM3e 高带宽显存堆栈 / stacksPerGpu；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每 GPU 8 个 12-Hi HBM3E 堆栈。","{""id"":""src.nvidia-blackwell-ultra-blog"",""url"":""https://developer.nvidia.com/blog/inside-nvidia-blackwell-ultra-the-chip-powering-the-ai-factory-era/"",""localFile"":null,""locator"":""Blackwell Ultra memory subsystem""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.lpddr5x:specs.cpuMemoryTB","17","17","reviewed","retained","[""sys.gb300-nvl72""]","LPDDR5X CPU 内存","TB","LPDDR5X CPU 内存 / cpuMemoryTB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 官方口径不闭合：参考架构 Table 1 写每托盘「1TB aggregated LPDDR5 CPU main memory」（RA 原文即写 LPDDR5，不带 X），1 TB × 18 托盘 = 18 TB，与产品页整机 17 TB 相差 1 TB，NVIDIA 未解释差异。本项目主值取产品页 17 TB，两处口径均留痕。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页规格表 CPU Memory | Bandwidth，「17 TB LPDDR5X」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.lpddr5x:specs.memoryBandwidthTBs","14","14","reviewed","retained","[""sys.gb300-nvl72""]","LPDDR5X CPU 内存","TB/s","LPDDR5X CPU 内存 / memoryBandwidthTBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","整机 CPU 内存聚合带宽口径。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""产品页规格表 CPU Memory | Bandwidth，「17 TB LPDDR5X | 14 TB/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.lpddr5x:specs.modulesPerCpu","null","null","not-found","retained","[""sys.gb300-nvl72""]","LPDDR5X CPU 内存","颗","LPDDR5X CPU 内存 / modulesPerCpu；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","NVIDIA 未公布每颗 Grace 配套的 LPDDR 颗粒数量；3D 场景中围绕 CPU 摆放的颗数为视觉示意，不代表实际封装。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 NVIDIA 未公布每颗 Grace 配套的 LPDDR 颗粒数量；3D 场景中围绕 CPU 摆放的颗数为视觉示意，不代表实际封装。"
"cmp.gb300.compute-tray:specs.nodeArchitectureCode","2-4-5-800（dual plane）","2-4-5-800（dual plane）","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","null","GB300 NVL 计算托盘 / nodeArchitectureCode；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ 官方对「一个节点长什么样」的四位口诀：2 CPU / 4 GPU / 5 网卡 / 每 GPU 800 Gb/s。⚠️ 参考架构只给了这个代号本身，**没有**在同一句里逐位解释；四位的拆解依据是同文档的部件表（Table 1：2 Grace + 4 B300 + 2 夹层板 × 2 CX-8 + 1 BF-3）与 Compute (Node East/West) Ethernet Networking 节的「Each ConnectX-8 SuperNIC offers up to 800 Gb/s」，与 HGX RA 的「2-8-9-800 infrastructure configuration (2 CPUs, 8 GPUs, 9 NICs at 800 Gb/s bandwidth per GPU)」逐位对齐——HGX RA 那一处**是**官方逐位写明的，可作交叉印证。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/overview.html"",""localFile"":null,""locator"":""Overview 首句，「The NVIDIA Enterprise RA using 2-4-5-800 (dual plane) node architecture with NVIDIA GB300 NVL72 and NVIDIA Spectrum-X Networking offers a fully integrated, rack-scale solution optimized for the most demanding AI workloads.」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.gpusPerTray","4","4","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","个","GB300 NVL 计算托盘 / gpusPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components Table 1，「NVIDIA B300 GPU … | 4」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.cpusPerTray","2","2","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","个","GB300 NVL 计算托盘 / cpusPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components Table 1，「NVIDIA Grace Processor … | 2」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.connectx8PerTray","4","4","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","个","GB300 NVL 计算托盘 / connectx8PerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components，「2 Mezzanine Network Boards with 2 ConnectX-8 silicon chips in each, for a total of 4 ConnectX-8 Host Channel Adapters (HCA)」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.bluefield3PerTray","1","1","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","个","GB300 NVL 计算托盘 / bluefield3PerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components Table 1，「Dual-port QSFP112 NVIDIA BlueField-3 B3240 DPU | 1」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.nvlinkScaleUp","托盘内每张 GPU 经铜背板与机架内全部 GPU 直连","托盘内每张 GPU 经铜背板与机架内全部 GPU 直连","reviewed","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","null","GB300 NVL 计算托盘 / nvlinkScaleUp；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components，「The compute tray is a fully integrated NVLink scale-out architecture, so that each GPU in the entire rack is directly connected to every other GPU via NVLink」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.compute-tray:specs.trayPowerW","null","null","not-found","retained","[""sys.gb300-nvl72""]","GB300 NVL 计算托盘","W","GB300 NVL 计算托盘 / trayPowerW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","参考架构未公布单托盘功耗，仅给出整机架最高 142 kW。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 参考架构未公布单托盘功耗，仅给出整机架最高 142 kW。"
"cmp.gb300.nvswitch-tray:specs.asicsPerTray","2","2","reviewed","retained","[""sys.gb300-nvl72""]","NVLink 第五代交换托盘","个","NVLink 第五代交换托盘 / asicsPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink Switch Tray 节，「9 NVLink Fifth-Generation switch trays, with 2 NVSwitch ASICs per tray」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.nvswitch-tray:specs.traysPerRack","9","9","reviewed","retained","[""sys.gb300-nvl72""]","NVLink 第五代交换托盘","个","NVLink 第五代交换托盘 / traysPerRack；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components，「9 NVSwitch trays for full non-blocking P2P connectivity of all 72 Blackwell Ultra GPUs」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.nvswitch-tray:specs.networkOs","NVOS","NVOS","reviewed","retained","[""sys.gb300-nvl72""]","NVLink 第五代交换托盘","null","NVLink 第五代交换托盘 / networkOs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink Switch Tray 节，「The NVLink Switch is a managed switch running the NVOS networking operating system」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.nvswitch-asic:specs.aggregateBandwidthPerRackTBs","130","130","reviewed","retained","[""sys.gb300-nvl72""]","NVSwitch ASIC（第五代）","TB/s","NVSwitch ASIC（第五代） / aggregateBandwidthPerRackTBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components，「9 NVSwitch trays … with a total aggregated bandwidth of 130 TB/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.nvswitch-asic:specs.linksFromEachGpu","1","1","reviewed","retained","[""sys.gb300-nvl72""]","NVSwitch ASIC（第五代）","条","NVSwitch ASIC（第五代） / linksFromEachGpu；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每张 GPU 对每颗 NVSwitch 各出一条链路。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink Switch Tray 节，「Each GPU has 18 NVLink Fifth-Generation links, one per in-rack NVSwitch」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.gb300.nvswitch-asic:specs.portCount","null","null","not-found","retained","[""sys.gb300-nvl72""]","NVSwitch ASIC（第五代）","端口","NVSwitch ASIC（第五代） / portCount；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","参考架构未公布 NVSwitch ASIC 的端口数与单芯片吞吐。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 参考架构未公布 NVSwitch ASIC 的端口数与单芯片吞吐。"
"cmp.gb300.nvlink-backplane:specs.medium","铜背板（copper backplane）","铜背板（copper backplane）","reviewed","retained","[""sys.gb300-nvl72""]","NVLink 铜背板","null","NVLink 铜背板 / medium；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""NVIDIA NVLink Switch Tray 节，「one per in-rack NVSwitch via the copper backplane」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
